date,reuters_estimate,official_fix,deviation_points,forecast_url,official_url,actual_source,quality_note,retrieved_at
2024-06-21,7.2698,7.1196,-1502,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72698-reuters-estimate-20240621/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-24,7.2647,7.1201,-1446,https://investinglive.com/news/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72637-20240624/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-25,7.2587,7.1225,-1362,https://investinglive.com/news/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72587-20240625/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-26,7.2698,7.1248,-1450,https://investinglive.com/news/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72698-20240626/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-27,7.2765,7.1270,-1495,https://investinglive.com/news/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72765-20240627/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-28,7.2727,7.1268,-1459,https://investinglive.com/news/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72727-20240628/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-01,7.2558,7.1265,-1293,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72558-reuters-estimate-20240701/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-02,7.2774,7.1291,-1483,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72774-reuters-estimate-20240702/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-03,7.2633,7.1312,-1321,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72633-reuters-estimate-20240703/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-04,7.2656,7.1305,-1351,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72656-reuters-estimate-20240704/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-05,7.2704,7.1289,-1415,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72704-reuters-estimate-20240705/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-08,7.2640,7.1286,-1354,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72640-reuters-estimate-20240708/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-09,7.2676,7.1310,-1366,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72676-reuters-estimate-20240709/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-10,7.2711,7.1342,-1369,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72711-reuters-estimate-20240710/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-11,7.2730,7.1339,-1391,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72730-reuters-estimate-20240711/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-12,7.2514,7.1315,-1199,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72514-reuters-estimate-20240712/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-15,7.2548,7.1313,-1235,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72548-reuters-estimate-20240715/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-16,7.2671,7.1328,-1343,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72671-reuters-estimate-20240716/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-17,7.2630,7.1318,-1312,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72630-reuters-estimate-20240717/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-18,7.2587,7.1285,-1302,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72587-reuters-estimate-20240718/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-19,7.2706,7.1315,-1391,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72706-reuters-estimate-20240719/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-22,7.2624,7.1335,-1289,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-7-reuters-estimate-20240722/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-23,7.2746,7.1334,-1412,https://investinglive.com/news/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72746-reuters-estimate-20240723/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-24,7.2795,7.1358,-1437,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72795-reuters-estimate-20240724/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-25,7.2706,7.1321,-1385,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72706-reuters-estimate-20240725/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-26,7.0000,7.1270,1270,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-7-2229-reuters-estimate-20240726/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-29,7.2522,7.1316,-1206,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72522-reuters-estimate-20240729/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-30,7.2586,7.1364,-1222,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72586-reuters-estimate-20240730/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-07-31,7.2419,7.1346,-1073,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72419-reuters-estimate-20240731/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-01,7.2167,7.1323,-844,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72167-reuters-estimate-20240801/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-02,7.2437,7.1376,-1061,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72437-reuters-estimate-20240802/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-05,7.1912,7.1345,-567,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71912-reuters-estimate-20240805/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-06,7.1454,7.1318,-136,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71454-reuters-estimate-20240806/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-07,7.1481,7.1386,-95,https://investinglive.com/centralbank/the-peoples-bank-of-china-usdcny-reference-rate-is-expected-higher-today-20240807/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-08,7.1821,7.1460,-361,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71821-reuters-estimate-20240808/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-09,7.1690,7.1449,-241,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71690-reuters-estimate-20240809/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-12,7.1777,7.1458,-319,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71777-reuters-estimate-20240812/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-13,,7.1479,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-14,7.1493,7.1415,-78,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71493-reuters-estimate-20240814/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-15,7.1461,7.1399,-62,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71461-reuters-estimate-20240815/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-16,7.1739,7.1464,-275,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71739-reuters-estimate-20240816/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-19,7.1548,7.1415,-133,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71548-reuters-estimate-20240819/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-20,7.1317,7.1325,8,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71317-reuters-estimate-20240820/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-21,7.1303,7.1307,4,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71303-reuters-estimate-20240821/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-22,7.1226,7.1228,2,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71226-reuters-estimate-20240822/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-23,7.1480,7.1358,-122,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71480-reuters-model-estimate-20240823/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-26,,7.1139,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-27,,7.1249,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-28,,7.1216,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-29,,7.1299,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-08-30,,7.1124,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-02,7.1030,7.1027,-3,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71030-reuters-estimate-20240902/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-03,7.1120,7.1112,-8,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71120-reuters-estimate-20240903/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-04,7.1167,7.1148,-19,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71167-reuters-estimate-20240904/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-05,7.1010,7.0989,-21,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71010-reuters-modelled-estimate-20240905/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-06,7.0927,7.0925,-2,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70927-reuters-modelled-estimate-20240906/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-09,7.0951,7.0989,38,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70951-reuters-estimate-20240909/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-10,7.1140,7.1136,-4,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71140-reuters-estimate-20240910/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-11,7.1198,7.1182,-16,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71198-reuters-estimate-20240911/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-12,7.1219,7.1214,-5,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71219-reuters-estimate-20240912/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-13,7.1048,7.1030,-18,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71048-reuters-estimate-20240913/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-18,7.0828,7.0870,42,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70828-reuters-estimate-20240918/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-19,7.0924,7.0983,59,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70924-reuters-estimate-20240919/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-20,7.0637,7.0644,7,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70637-reuters-estimate-20240920/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-23,7.0518,7.0531,13,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70518-reuters-estimate-20240923/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-24,7.0495,7.0510,15,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70495-reuters-estimate-20240924/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-25,7.0212,7.0202,-10,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70212-reuters-estimate-20240925/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-26,7.0367,7.0354,-13,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70367-reuters-estimate-20240926/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-27,7.0093,7.0101,8,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-7-reuters-estimate-20240927/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-09-30,7.0098,7.0074,-24,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70098-reuters-estimate-20240930/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-08,7.0794,7.0709,-85,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70794-reuters-estimate-20241008/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-09,7.0565,7.0568,3,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70565-reuters-estimate-20241009/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-10,7.0734,7.0742,8,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70734-reuters-estimate-20241010/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-11,7.0737,7.0731,-6,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70737-reuters-estimate-20241011/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-14,7.0722,7.0723,1,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70722-reuters-estimate-20241014/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-15,7.0840,7.0830,-10,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70840-reuters-estimate-20241015/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-16,7.1208,7.1191,-17,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71208-reuters-estimate-20241016/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-17,7.1208,7.1220,12,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71208-reuters-estimate-20241017/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-18,7.1267,7.1274,7,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71267-reuters-estimate-20241018/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-21,7.0990,7.0982,-8,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-70990-reuters-estimate-20241021/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-22,7.1229,7.1223,-6,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71229-reuters-estimate-20241022/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-23,7.1262,7.1245,-17,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71262-reuters-estimate-20241023/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-24,7.1284,7.1286,2,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71284-reuters-estimate-20241024/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-25,7.1087,7.1090,3,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71087-reuters-estimate-20241025/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-28,7.1311,7.1307,-4,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71311-reuters-estimate-20241028/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-29,7.1271,7.1283,12,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71271-reuters-estimate-20241029/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-30,7.1398,7.1390,-8,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71398-reuters-estimate-20241030/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-10-31,7.1242,7.1250,8,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71242-reuters-estimate-20241031/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-01,7.1122,7.1135,13,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71122-reuters-estimate-20241101/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-04,7.1208,7.1203,-5,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71208-reuters-estimate-20241104/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-05,7.1019,7.1016,-3,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71019-reuters-estimate-20241105/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-06,7.1011,7.0993,-18,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71011-reuters-estimate-20241106/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-07,7.1679,7.1659,-20,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71679-reuters-estimate-20241107/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-08,7.1452,7.1433,-19,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71452-reuters-estimate-20241108/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-11,7.1813,7.1786,-27,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71813-reuters-estimate-20241111/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-12,7.1944,7.1927,-17,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-71944-reuters-estimate-20241112/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-13,7.2305,7.1991,-314,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72305-reuters-estimate-20241113/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-14,7.2326,7.1966,-360,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72326-reuters-estimate-20241114/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-15,,7.1992,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-18,7.2312,7.1907,-405,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72312-reuters-estimate-20241118/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-19,7.2305,7.1911,-394,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72305-reuters-estimate-20241119/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-20,7.2386,7.1935,-451,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72386-reuters-estimate-20241120/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-21,7.2482,7.1934,-548,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72482-reuters-estimate-20241121/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-22,7.2502,7.1942,-560,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72502-reuters-estimate-20241122/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-25,7.2257,7.1918,-339,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72257-reuters-estimate-20241125/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-26,7.2357,7.1910,-447,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72357-reuters-estimate-20241126/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-27,7.2535,7.1982,-553,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72535-reuters-estimate-20241127/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-28,7.2227,7.1894,-333,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72227-reuters-estimate-20241128/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-11-29,7.2244,7.1877,-367,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72244-reuters-estimate-20241129/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-12-02,7.2384,7.1865,-519,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,forecast_article_missing; estimate taken from actual article title,2026-07-23T12:42:22+08:00
2024-12-03,7.2702,7.1996,-706,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,forecast_article_missing; estimate taken from actual article title,2026-07-23T12:42:22+08:00
2024-12-04,,7.1934,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-12-05,,7.1879,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-12-06,,7.1848,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
